MDS_Dim1,MDS_Dim2,performance
0.3559255910325435,-0.7717245730208274,16.34
1.1758367648722654,-0.4188658250087359,39.73
1.0862232957271976,-0.8897180123352956,16.42
1.1517120424726055,-0.8565192364508124,16.39
0.5830385200027486,-0.6840555797126414,24.03
0.4777203213766807,-1.3875127125370548,33.76
1.3666386153439787,0.11896008862006843,54.68
0.2277805590733662,-0.5089057980744557,25.53
-0.6014629440113323,-1.0126518342215818,31.69
0.5196674518883727,-1.290346265938384,31.64
1.1053727295995566,-0.417528239113993,39.86
0.48856615617729365,-0.31659172171366096,39.24
0.4978404945725335,-0.9744537347285277,16.19
0.463047919149838,-1.1438364740475049,31.62
0.35592559103254295,-0.7717245730208265,16.18
1.070115694940443,-0.293560512175927,39.92
0.9605098205307564,-0.8138546324863644,16.32
1.6050868926671151,0.1180647559295867,39.83
0.4809521218041439,-0.5816761940863591,23.97
0.6892971647766851,-0.41460533526937277,39.39
0.4586190844018302,-0.8707864395539812,16.37
0.5538446202610984,-1.289838977827985,33.79
1.2134369306190436,-1.0639433473945366,31.84
0.3466567240068699,-1.4594805362868295,23.87
-0.6645295858976121,1.56607881094037,54.94
-0.563559531747924,1.4727266601920008,54.98
-0.7179924508344375,1.6018119722617186,58.53
-0.40496160923223457,1.6190907663185246,55.06
-0.40496160923939,1.6190907663174805,55.32
-0.5635597326541228,1.4727266226801665,54.76
-0.48715922197264794,1.7079776057955651,54.69
-1.6923684064039732,-0.1782031626662487,24.07
0.09301643049495276,1.5717095048225733,54.87
0.6015305914760436,1.3862607627514127,54.75
-0.7077918818921604,1.540597118804912,54.71
-0.7077918865521688,1.5405971173512776,54.68
-0.7180701341318845,1.6017777389757015,54.58
-0.6645203297226331,1.566082021868705,58.81
-0.4409867047800558,1.7272311873426636,55.35
-0.48715910192412115,1.707977627111748,54.99
-0.4547175191109381,1.4719709261926457,54.54
-0.6645199451600914,1.5660821552724822,54.48
-1.5982434341062604,-0.16612128619697367,23.98
-0.5635594838349043,1.4727266691380012,58.61
-1.4534884494508578,-0.4150439426500005,23.87
-0.4409866941404322,1.7272311893222903,55.12
-0.44098667530685876,1.7272311928265043,55.05
-0.3783700990106114,1.6054447525141542,55.87
-0.52444930116359,1.4646988343280802,54.8
1.14986806373951,-0.42676828219941554,39.59
1.2376461731057442,-1.116171242341422,31.86
0.5196674518790746,-1.2903462659431812,31.55
1.1817138524245077,-0.6390756807614826,24.18
1.030674018090272,-1.0474152586408234,31.85
1.2132095110902237,-0.8815503603989663,17.46
1.0833476080323428,0.20288862593574963,54.62
0.17730108158632157,-0.5796094487027871,24.15
-0.6313385750815783,-1.365869174308687,31.87
0.46304791914990107,-1.143836474047496,31.61
0.9714232719743814,-0.5998476712338137,24.17
0.9844439177953564,-0.3717501557637894,42.27
0.497840494572667,-0.9744537347284337,16.23
1.1053727295995577,-0.417528239113993,39.98
0.9416645282672694,-0.8869941908311921,16.28
0.4171099728400323,-0.4342730275721188,25.5
0.9605098205307556,-0.813854632486365,16.3
1.6050868938475569,0.11806473082467173,40.01
0.5830385200027463,-0.6840555797126497,23.94
0.7397023514067634,-0.3667288052320312,39.45
0.40480687223029704,-0.5333954755341292,24.06
0.5372064338424681,-0.7061414118209658,23.98
1.1817138524245083,-0.6390756807614816,24.02
1.218298472662666,-1.26321528438385,24.16
0.838413158813506,-0.7924312671689551,16.25
0.9416645282650926,-0.8869941908325155,16.31
1.0545234896906874,-0.6123409419212091,24.2
1.1062774084580422,-1.0621438416508953,31.75
1.1797310329885469,0.20856675382198234,54.61
0.2717567455020058,-0.05787765056001096,39.54
-0.7000279084503213,-1.033682342757739,33.8
0.4715629572319833,-1.2117805428774384,31.63
0.9038667262766783,-1.0404270770747859,31.61
0.4172814831278655,-1.2112350262975913,31.66
0.38761140002126837,-0.8941138840745552,16.26
0.36560144302874487,-1.0774680991142882,31.67
0.9604747064530166,-1.1370868411049944,33.83
